"Force",,,,,,,,,"Voltage",,,,,,,,,"Acceleration1",,,,,,,,,"Acceleration2",,,,,,,,,"Acceleration3",,,,,,,,,"Fs",
-0.051249,144.5432,74.3355,-23.2372,-182.3461,47.4216,95.4408,94.0238,32.7807,-1.5869e-06,-0.31523,-0.15387,0.03551,0.36924,-0.07923,-0.18937,-0.20592,-0.068325,-0.0017405,6.9183,1.02,-1.4789,0.26529,2.3439,-0.69565,3.3393,1.2908,0.0019393,-0.7515,3.138,-2.5976,-1.8428,0.83097,1.9003,1.4944,-0.4947,0.00075417,-0.14261,2.6707,-1.1187,-1.2398,0.87191,2.694,1.6782,0.70211,400,
-3.7076,210.0656,72.6439,-23.345,-148.7672,58.333,95.5651,201.7406,67.6288,0.0096985,-0.44054,-0.14905,0.036173,0.30014,-0.094908,-0.1816,-0.42402,-0.13298,-1.0171,3.1277,1.5147,-2.2998,-0.080221,1.723,-0.65527,3.5179,0.029513,0.39722,0.66607,3.3161,-3.4448,-2.0272,1.7028,2.4868,3.0083,0.51095,0.094987,1.1084,2.0001,-2.009,-0.65147,0.63864,2.0705,2.8835,1.5558,,
-0.054108,239.7392,17.9284,-2.279,-55.3752,53.2508,18.2068,272.9112,74.6657,-1.4648e-06,-0.49083,-0.04074,-0.0030215,0.11807,-0.08575,-0.022851,-0.56392,-0.144,0.00021168,-0.085741,1.2173,-1.4312,-0.72938,0.30919,0.24563,3.6817,0.59311,0.0014724,2.7843,1.3942,-2.8115,-1.549,2.2244,1.6233,3.6664,0.73064,0.00047884,3.8807,0.63533,-2.755,0.51453,0.84602,-0.074591,3.2134,1.7795,,
2.0973,197.6983,-17.7987,7.5575,-13.5081,38.6967,-66.4021,286.2389,54.394,-0.0057263,-0.3998,0.028937,-0.025944,0.043071,-0.059969,0.14582,-0.58491,-0.10432,0.64932,-0.37636,0.7521,0.045659,-1.3062,0.16124,0.26409,3.3985,1.847,-0.24848,3.5909,-0.49864,-2.0518,-0.73695,1.7903,-0.50071,3.7813,0.4278,-0.025044,4.2661,0.40821,-3.1123,0.73067,1.4432,-1.8366,3.1356,1.1261,,
0.034526,92.7065,-12.6151,15.0381,-57.1481,28.6001,-104.9067,241.0044,29.2154,7.3242e-07,-0.18593,0.017556,-0.047912,0.13679,-0.043653,0.21883,-0.48804,-0.057524,0.0035397,0.017346,0.19392,0.74784,-0.95966,1.9984,-0.35318,2.2605,2.38,-0.0014964,2.9908,-0.80786,-1.8012,-0.017406,0.6093,-2.748,3.5412,-0.092285,-0.0013886,1.6869,0.74873,-2.4862,-0.0033998,1.8059,-2.1045,2.6551,0.21682,,
-1.4671,-24.6707,-2.2105,44.5167,-119.6627,37.1103,-91.9764,157.395,26.5623,0.0041379,0.048701,-0.0013685,-0.10861,0.26212,-0.064732,0.18547,-0.31594,-0.054761,-0.47515,-1.4826,-0.86075,0.25873,0.069163,3.7961,0.29335,0.97931,1.8545,0.17969,1.8482,0.23368,-1.4527,0.45032,-0.34326,-3.8161,2.7595,-0.48937,0.00434,-0.97591,0.47256,-1.0912,-0.25725,1.6683,-1.505,1.6569,-0.034298,,
0.040028,-98.5028,-18.8635,80.6699,-139.0239,57.4925,-41.371,67.4262,44.3631,-1.2207e-06,0.18991,0.037042,-0.17402,0.29656,-0.10674,0.075816,-0.13433,-0.088587,0.001517,-3.1226,-2.0926,-1.1543,0.41154,3.282,2.1463,0.69985,0.64257,-0.00041899,0.32963,1.5278,-0.59321,0.77797,-0.35257,-3.0922,1.6592,-0.47009,-0.0020231,-1.6424,0.059723,0.021632,0.56064,1.3633,-0.89941,0.89622,0.29823,,
1.2002,-103.8356,-55.3001,73.1806,-116.4155,64.6843,30.4464,0.70536,51.4092,-0.0032665,0.19047,0.11331,-0.14766,0.24657,-0.11752,-0.070482,-0.0024942,-0.09712,0.38124,-1.7458,-2.4067,-3.0783,-0.41062,0.85105,2.6281,1.233,-0.65857,-0.14189,-1.3788,2.1489,0.19623,1.0827,0.47373,-1.012,1.2248,-0.12531,-0.0023581,-0.92077,0.4167,0.14682,1.4569,1.1695,-0.20979,1.4105,0.31798,,
-0.053623,-59.2563,-82.7107,-4.5844,-74.0316,44.2703,90.3692,-27.6271,25.5859,-4.3945e-06,0.095639,0.16473,0.018484,0.15913,-0.071674,-0.18411,0.051686,-0.040003,-0.00075263,1.485,-1.3156,-4.7476,-1.0981,-1.1731,0.44985,1.0752,-1.2585,0.0018196,-2.0991,1.6653,0.13725,1.3466,1.5826,1.2613,2.2066,0.088394,-0.00079009,-0.22049,0.92144,-0.57136,1.5735,0.95389,0.75791,2.9119,-0.29537,,
-1.0776,-7.1223,-81.5845,-122.5589,-20.7751,6.8445,100.0529,-21.9254,-22.7122,0.0026989,-0.0064064,0.1552,0.26023,0.052491,0.0046864,-0.19503,0.039786,0.058655,-0.31911,2.393,0.34572,-5.0599,-0.45717,-1.551,-2.1323,-0.35225,-0.70972,0.11992,-1.1395,0.38996,-0.89946,1.5218,2.3745,2.6196,4.0051,-0.061202,-0.0010733,-0.079052,0.52079,-1.7923,1.2914,0.60238,1.4493,3.8955,-0.87678,,
-0.057399,22.1313,-53.5722,-218.5436,27.1696,-28.1874,57.7076,-1.364,-65.8657,-1.5869e-06,-0.059906,0.095445,0.44952,-0.041902,0.072199,-0.10833,7.0435e-05,0.14279,-0.00047039,0.12913,1.4318,-3.515,0.81386,-1.0356,-2.2593,-1.4487,0.42676,0.001257,0.1489,-0.69176,-2.4506,1.6528,2.2522,2.6563,5.058,-0.22933,-0.0016041,-0.37109,-0.28675,-3.2796,1.1483,0.33356,1.322,3.5886,-0.80479,,
0.8471,24.7403,-14.3692,-241.054,45.0908,-48.1027,2.5569,13.952,-80.6443,-0.0023105,-0.06245,0.017675,0.48343,-0.076948,0.10767,-0.0017999,-0.030273,0.16645,0.2747,-1.8235,1.6881,-0.9166,1.248,-0.52009,-0.3352,-0.34547,1.1554,-0.10023,-0.04171,-0.88554,-3.7666,1.833,0.98872,1.6698,4.3859,0.069295,-0.0025775,-0.77239,-0.24288,-4.3504,0.93347,0.31737,0.71218,2.7588,-0.1639,,
0.03199,8.725,21.1834,-174.326,40.4807,-44.0008,-32.4548,16.9487,-53.5882,-2.5635e-06,-0.03014,-0.053456,0.33726,-0.0707,0.09433,0.065755,-0.03876,0.10456,0.0019404,-1.1202,1.5154,1.3132,0.87707,0.12182,0.76425,2.4305,1.2115,0.00016759,-1.4356,-0.54135,-4.0298,2.0684,-0.66515,0.22419,2.4747,0.88909,-0.0025977,-0.96663,0.62648,-3.9073,0.60488,0.31496,0.2037,2.2399,0.73381,,
-0.70212,-14.5686,45.2878,-43.8311,57.2077,-12.2866,-46.1445,14.4273,12.4306,0.0020145,0.013674,-0.10248,0.070137,-0.1119,0.026294,0.09318,-0.036715,-0.032756,-0.2393,0.68562,1.0735,2.4177,1.1761,0.91255,-0.16209,4.3162,0.95998,0.088431,-2.2619,-0.35316,-2.8782,2.2553,-1.3417,-1.1066,0.62006,1.8918,-0.00093519,-1.0946,1.1974,-1.6336,0.98458,-0.014208,-0.23881,1.7553,1.7231,,
0.033932,-20.1179,50.7367,94.9142,119.3865,31.6032,-41.2725,14.8196,86.8242,-8.5449e-07,0.017017,-0.11126,-0.20491,-0.24563,-0.062389,0.080707,-0.038121,-0.18023,0.00051743,1.4608,0.51422,2.636,2.826,0.97069,-1.1504,3.7937,0.4793,0.0010654,-1.895,-0.33168,-0.85809,2.3611,-0.51933,-1.7112,-0.30588,2.6807,-0.0012689,-1.557,0.93777,1.2896,2.516,-0.64636,-0.80444,0.88539,2.4459,,
0.65912,16.894,36.1539,184.1811,198.3316,58.1266,-8.6638,19.0478,125.3268,-0.0017914,-0.06437,-0.081585,-0.37594,-0.40894,-0.1122,0.0096821,-0.045691,-0.25102,0.21474,1.1872,0.8446,2.4336,4.5204,-0.092055,-0.20901,2.1073,-0.24425,-0.076657,-1.3161,-0.13402,1.0309,2.6015,0.73071,-1.1545,-0.32668,2.8816,-0.002806,-1.9454,0.27464,3.1688,4.1264,-1.2333,-1.0997,0.23941,2.3499,,
-0.059503,76.7326,27.4395,193.8951,247.3155,54.5491,42.4227,23.9229,110.3326,-1.9531e-06,-0.1812,-0.074217,-0.38657,-0.50468,-0.10253,-0.094699,-0.055953,-0.21646,-0.0024578,0.51964,2.9714,1.874,4.3605,-1.0124,1.701,1.3818,-0.56045,0.0016041,-1.1904,0.1245,2.233,3.2352,0.9246,0.29115,0.10975,2.2321,0.00017957,-1.2481,-0.18075,3.2708,4.4008,-1.4392,-0.6459,0.61646,1.4047,,
-0.68506,99.3868,63.5119,135.3562,242.3313,36.6552,75.1919,27.0033,65.8155,0.0016079,-0.21679,-0.16016,-0.26313,-0.48589,-0.06806,-0.1577,-0.063664,-0.12737,-0.19854,-0.20356,5.18,0.95258,2.0362,-0.52216,2.3246,1.7941,0.054216,0.071675,-1.0776,0.29582,2.725,4.0213,-0.16224,1.6054,0.71234,0.95933,0.0040751,0.26953,0.085204,2.0852,3.3563,-1.1432,0.34659,1.5334,0.29373,,
-0.062578,66.8253,129.0855,55.2915,180.999,19.1576,76.1297,22.7697,22.6354,-1.4648e-06,-0.1524,-0.28745,-0.10373,-0.35338,-0.034223,-0.16091,-0.054179,-0.041244,-0.0013877,0.19617,3.5302,0.20342,-0.65164,0.48699,1.7572,1.6311,0.62305,0.00038307,-0.64531,0.90257,2.4612,4.0905,-1.4552,1.9404,1.3748,-0.16999,0.00027533,0.9112,1.2123,0.60218,2.0772,-0.55161,1.3919,1.7183,-0.42236,,
0.53145,43.6854,134.6815,10.4779,75.8188,-5.2981,82.406,1.347,-13.9097,-0.001463,-0.12127,-0.27395,-0.022222,-0.13896,0.017104,-0.18215,-0.007044,0.034737,0.18019,2.456,-2.8635,0.37552,-1.4583,0.15456,2.0512,-0.02044,-0.2617,-0.064903,-0.26573,2.2009,1.4299,2.7751,-1.9876,1.5486,1.8527,-0.57812,-0.0054648,0.2284,2.1921,-0.25087,1.0955,-0.1792,2.3924,0.94559,-0.80774,,
0.024438,81.5846,23.905,26.1423,-33.5429,-38.4886,120.0675,-38.5189,-47.3514,1.4648e-06,-0.20404,-0.036603,-0.060831,0.075037,0.083994,-0.26199,0.075562,0.10348,0.0016111,3.6867,-8.1966,1.3106,0.009796,-1.1828,3.093,-1.8744,-1.8517,-0.0014964,-0.078997,2.8932,0.24435,0.60525,-1.7888,1.3968,1.7304,-0.47748,-0.0019992,0.0047764,1.4487,0.056539,0.21104,-0.38489,3.1106,0.32651,-0.93734,,
-0.4605,115.2523,-115.2869,70.2632,-91.0917,-48.9383,142.8399,-78.3082,-61.3071,0.0013432,-0.25222,0.22263,-0.14694,0.18061,0.097002,-0.29678,0.15268,0.12691,-0.1653,-0.22281,-5.533,1.6904,1.7357,-1.0778,1.858,-2.335,-1.6586,0.057673,0.3856,1.3331,-0.093385,-0.95224,-1.399,1.7782,0.84702,-0.37348,0.0034983,1.084,-0.84691,1.187,-0.46816,-0.82324,2.5916,0.56087,-0.47773,,
0.030156,37.2166,-125.2006,84.6921,-73.7164,-5.7186,85.2046,-93.4967,-36.0779,3.0518e-06,-0.070351,0.20579,-0.16684,0.13927,-5.8228e-05,-0.16425,0.17801,0.06893,-0.001176,-7.2349,3.401,0.52075,1.4334,1.1511,-2.4784,-1.8224,0.82901,-0.00026336,1.1822,-1.7944,0.68262,-0.98228,-1.0668,1.7695,-0.38124,-0.22969,-0.0014126,1.2825,-2.2934,1.9663,-0.52202,-0.76993,0.30046,0.81658,0.56425,,
0.45353,-126.9649,23.4693,50.4814,-15.7307,66.3265,-34.3291,-79.928,13.8334,-0.0012356,0.25506,-0.10483,-0.092967,0.023526,-0.14473,0.078517,0.14885,-0.033108,0.15175,-8.9971,8.3965,-1.3738,-0.73761,2.6951,-5.4526,-1.9621,2.8202,-0.05371,1.3981,-3.4905,1.7209,-0.053397,-0.68861,0.44241,-1.2685,0.30388,-0.0075231,-1.1856,-1.3333,1.5048,-0.18273,-0.16465,-2.397,-0.069977,1.2883,,
-0.060636,-212.0554,185.903,5.5305,30.7876,100.5396,-119.1189,-56.5491,49.1208,-2.5635e-06,0.39234,-0.41002,-0.0048196,-0.065724,-0.20215,0.23401,0.1035,-0.099689,-0.003575,-1.6378,3.4418,-2.1104,-2.2791,0.99152,-2.797,-2.8302,2.0095,0.0015203,0.21432,-1.8475,2.0788,0.5522,-0.26464,-1.6616,-1.5065,0.97003,-0.0012091,-3.9509,0.48299,0.27365,-0.22274,0.15461,-3.199,-1.8337,0.89999,,
